model_name,feature_set,target_prediction,log1p_weight,raw_weight,test_month,n_raw_features,train_r2,train_mae,train_rmse,train_mape,train_mdape,test_r2,test_mae,test_rmse,test_mape,test_mdape,price_lower_bound,price_upper_bound,price_per_sqft_lower_bound,price_per_sqft_upper_bound,train_rows_before_filter,train_rows_after_filter,eval_rows_before_filter,eval_rows_after_filter,artifact_path
final_local_60_40_blend,Base + Structural Derived + UnifiedSchoolDistrict + local price features,60% log1p + 40% raw blend,0.6,0.4,2026-06,56,0.9766796488882139,82707.99067254146,140801.74569205742,7.034939903238864,5.07205710955711,0.9159400095905397,141558.26462304595,277507.0903560238,10.431159646810086,7.274017960662526,188282.50000000003,9000000.0,167.90461026743458,1960.6068877667078,130114,127047,12858,12538,models/final/final_local_60_40_blend_artifact.joblib
